	Abiotrophia	Acetanaerobacterium	Acetatifactor	Acetitomaculum	Acidaminococcus	Acinetobacter	Actinomyces	Aeromonas	Aestuariispira	Akkermansia	Alistipes	Allisonella	Allobaculum	Alloprevotella	Alloscardovia	Anaerococcus	Anaerofilum	Anaerofustis	Anaeroglobus	Anaerophaga	Anaerosporobacter	Anaerostipes	Anaerotruncus	Anaerovorax	Aquabacterium	Arcanobacterium	Atopobium	Bacteroides	Barnesiella	Bifidobacterium	Bilophila	Blautia	Brachyspira	Brevibacterium	Butyricicoccus	Butyricimonas	Butyrivibrio	Campylobacter	Carnobacterium	Catabacter	Catenibacterium	Cerasicoccus	Christensenella	Citrobacter	Cloacibacillus	Clostridium_III	Clostridium_IV	Clostridium_XI	Clostridium_XVIII	Clostridium_XlVa	Clostridium_XlVb	Clostridium_sensu_stricto	Collinsella	Coprobacillus	Coprobacter	Coprococcus	Corynebacterium	Desulfovibrio	Dialister	Dolosigranulum	Dorea	Dysgonomonas	Eggerthella	Eggerthia	Eisenbergiella	Elusimicrobium	Enterobacter	Enterococcus	Enterorhabdus	EscherichiaShigella	Eubacterium	Faecalibacterium	Faecalicoccus	Faecalitalea	Finegoldia	Flavonifractor	Fretibacterium	Fusicatenibacter	Fusobacterium	Gemella	Gemmiger	Gordonibacter	Haemophilus	Helicobacter	Herbaspirillum	Holdemanella	Holdemania	Howardella	Hungatella	Hydrogenoanaerobacterium	Intestinibacter	Intestinimonas	Kingella	Lachnoanaerobaculum	Lactobacillus	Lactococcus	Lactonifactor	Leptotrichia	Leuconostoc	Mannheimia	Massilia	Megamonas	Megasphaera	Methanobrevibacter	Methanomassiliicoccus	Methanosphaera	Mitsuokella	Mogibacterium	Morganella	Moryella	Neisseria	Odoribacter	Olsenella	Oribacterium	Oscillibacter	Oxalobacter	Parabacteroides	Paraeggerthella	Paraprevotella	Parasutterella	Parvimonas	Pediococcus	Peptococcus	Peptoniphilus	Peptostreptococcus	Phascolarctobacterium	Porphyromonas	Prevotella	Propionispira	Proteus	Providencia	Pseudobutyrivibrio	Pseudoflavonifractor	Pseudomonas	Pseudoramibacter	Pyramidobacter	Romboutsia	Roseburia	Rothia	Ruminococcus	Ruminococcus2	Salmonella	Scardovia	Senegalimassilia	Slackia	Solobacterium	Sphaerochaeta	Sporobacter	Staphylococcus	Stomatobaculum	Streptococcus	Streptophyta	Subdoligranulum	Succinatimonas	Succiniclasticum	Succinivibrio	Sutterella	Terrisporobacter	Treponema	Turicibacter	Ureaplasma	Veillonella	Victivallis	Weissella	Yersinia	unclassified_Acetobacteraceae	unclassified_Acidaminococcaceae	unclassified_Aerococcaceae	unclassified_Alteromonadales	unclassified_Anaerolineaceae	unclassified_Anaeroplasmataceae	unclassified_Anaplasmataceae	unclassified_Bacillaceae	unclassified_Bacillales	unclassified_Bacteroidaceae	unclassified_Bacteroidales	unclassified_Bdellovibrionaceae	unclassified_Beijerinckiaceae	unclassified_Beutenbergiaceae	unclassified_Bifidobacteriaceae	unclassified_Blastocatella	unclassified_Bradymonadaceae	unclassified_Bryobacter	unclassified_Burkholderiales	unclassified_Candidatus	unclassified_Carnobacteriaceae	unclassified_Catabacteriaceae	unclassified_Chitinivibrionaceae	unclassified_Chloroplast	unclassified_Christensenellaceae	unclassified_Chromatiaceae	unclassified_Clostridiaceae	unclassified_Clostridiales	unclassified_Comamonadaceae	unclassified_Coriobacteriaceae	unclassified_Corynebacteriaceae	unclassified_Cryomorphaceae	unclassified_Cyclobacteriaceae	unclassified_Cytophagaceae	unclassified_Defluviitaleaceae	unclassified_Dehalococcoidaceae	unclassified_Desulfobacteraceae	unclassified_Desulfobulbaceae	unclassified_Desulfohalobiaceae	unclassified_Desulfomicrobiaceae	unclassified_Desulfovibrionaceae	unclassified_Ectothiorhodospiraceae	unclassified_Elioraea	unclassified_Enterobacteriaceae	unclassified_Enterococcaceae	unclassified_Erysipelotrichaceae	unclassified_Eubacteriaceae	unclassified_Ferroplasmaceae	unclassified_Ferrovaceae	unclassified_Flammeovirgaceae	unclassified_Flavobacteriaceae	unclassified_Fusobacteriaceae	unclassified_Geminicoccus	unclassified_Gracilibacteraceae	unclassified_Halanaerobiaceae	unclassified_Halobacteriaceae	unclassified_Halobacteroidaceae	unclassified_Halomonadaceae	unclassified_Haloplasmataceae	unclassified_Halothiobacillaceae	unclassified_Heliobacteriaceae	unclassified_Hyphomonadaceae	unclassified_Ignavibacteriaceae	unclassified_Kiloniellaceae	unclassified_Kofleriaceae	unclassified_Lachnospiraceae	unclassified_Lactobacillaceae	unclassified_Leptospiraceae	unclassified_Leptotrichiaceae	unclassified_Marinilabiliaceae	unclassified_Marinimicrobia	unclassified_Mariprofundaceae	unclassified_Methanobacteriaceae	unclassified_Methanomassiliicoccaceae	unclassified_Methanoregulaceae	unclassified_Methanosarcinaceae	unclassified_Methylococcaceae	unclassified_Microbacteriaceae	unclassified_Nannocystaceae	unclassified_Natranaerobiaceae	unclassified_Natranaerovirga	unclassified_Neisseriaceae	unclassified_Oceanospirillaceae	unclassified_Oleiphilaceae	unclassified_Oligoflexaceae	unclassified_Oligosphaeraceae	unclassified_Opitutaceae	unclassified_Oxalobacteraceae	unclassified_Pacearchaeota	unclassified_Paenibacillaceae	unclassified_Pasteurellaceae	unclassified_Peptococcaceae	unclassified_Peptoniphilaceae	unclassified_Peptostreptococcaceae	unclassified_Petrotogaceae	unclassified_Planctomycetaceae	unclassified_Planococcaceae	unclassified_Porphyromonadaceae	unclassified_Prevotellaceae	unclassified_Prolixibacteraceae	unclassified_Proteinivoraceae	unclassified_Pseudobacteriovoracaceae	unclassified_Puniceicoccaceae	unclassified_Rhodobacteraceae	unclassified_Rhodobiaceae	unclassified_Rhodocyclaceae	unclassified_Rhodospirillaceae	unclassified_Rickettsiaceae	unclassified_Rikenellaceae	unclassified_Ruminococcaceae	unclassified_Saprospiraceae	unclassified_Simkaniaceae	unclassified_Sinobacteraceae	unclassified_Sphingobacteriaceae	unclassified_Spirochaetaceae	unclassified_Sporolactobacillaceae	unclassified_Staphylococcaceae	unclassified_Streptococcaceae	unclassified_Succinivibrionaceae	unclassified_Sulfolobaceae	unclassified_Sutterellaceae	unclassified_Synergistaceae	unclassified_Syntrophaceae	unclassified_Syntrophobacteraceae	unclassified_Syntrophomonadaceae	unclassified_Syntrophorhabdaceae	unclassified_Thermoactinomycetaceae	unclassified_Thermoanaerobacteraceae	unclassified_Thermodesulfobacteriaceae	unclassified_Thermoplasmatales	unclassified_Thermotogaceae	unclassified_Vallitalea	unclassified_Veillonellaceae	unclassified_Verrucomicrobiaceae	unclassified_Victivallaceae	unclassified_Vulgatibacteraceae	unclassified_Woesearchaeota	unclassified_Xanthomonadaceae
DC36	0	0	0	0	0	0	0	0	0	231510092.098119	370416147.356991	0	0	509322202.615863	0	0	0	0	0	0	0	3472651381.47179	0	0	0	0	0	694530276.294358	185208073.678496	231510092.098119	46302018.4196239	2454006976.24007	0	0	138906055.258872	46302018.4196239	0	0	0	0	46302018.4196239	0	0	0	0	0	324114128.937367	0	0	0	92604036.8392478	370416147.356991	138906055.258872	0	0	277812110.517743	0	0	324114128.937367	0	879738349.972854	0	0	0	0	0	0	0	0	0	0	7547229002.3987	0	0	0	0	0	833436331.55323	0	0	601926239.455111	0	0	0	0	0	0	0	0	0	46302018.4196239	0	0	0	46302018.4196239	0	0	0	0	0	0	185208073.678496	0	0	0	0	0	0	0	0	0	0	46302018.4196239	0	277812110.517743	0	46302018.4196239	0	0	46302018.4196239	0	0	0	0	0	0	0	1296456515.74947	0	0	0	0	0	0	0	0	46302018.4196239	231510092.098119	0	231510092.098119	3518953399.89142	0	0	185208073.678496	0	0	0	0	0	0	46302018.4196239	0	0	0	0	0	277812110.517743	0	0	0	0	0	0	0	0	0	0	0	0	46302018.4196239	0	0	0	0	0	0	324114128.937367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92604036.8392478	92604036.8392478	0	370416147.356991	0	0	0	0	46302018.4196239	0	0	0	0	0	0	0	0	0	0	277812110.517743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6945302762.94358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92604036.8392478	0	0	0	0	0	0	0	46302018.4196239	0	0	4769107897.22126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46302018.4196239	0	0	0	0	0
DC37	0	0	0	0	0	0	46265262.2698816	0	0	92530524.5397633	185061049.079527	0	0	0	0	0	0	0	0	0	46265262.2698816	925305245.397633	0	0	0	0	0	1156631556.74704	46265262.2698816	46265262.2698816	0	3793751506.13029	0	0	601448409.508461	0	3701220981.59053	0	0	0	647713671.778343	0	0	0	0	46265262.2698816	2452058900.30373	0	46265262.2698816	46265262.2698816	92530524.5397633	416387360.428935	138795786.809645	0	0	2359528375.76396	0	0	138795786.809645	0	1249162081.2868	0	0	0	0	0	0	0	0	0	0	16239107056.7285	0	0	0	0	0	693978934.048225	0	0	231326311.349408	0	0	0	0	879039983.127751	0	46265262.2698816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46265262.2698816	46265262.2698816	0	0	0	0	0	0	0	92530524.5397633	92530524.5397633	0	601448409.508461	0	925305245.397633	0	92530524.5397633	46265262.2698816	0	0	46265262.2698816	0	0	601448409.508461	0	6430871455.51355	0	0	0	46265262.2698816	0	0	0	0	46265262.2698816	4626526226.98816	0	1573018917.17598	3053507309.81219	0	0	92530524.5397633	0	0	0	46265262.2698816	0	0	185061049.079527	92530524.5397633	0	0	46265262.2698816	0	277591573.61929	46265262.2698816	0	46265262.2698816	0	0	0	0	0	323856835.889171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1804345228.52538	0	0	0	0	0	138795786.809645	0	138795786.809645	1064101032.20728	138795786.809645	1017835769.9374	0	0	0	0	46265262.2698816	0	0	0	0	0	0	0	0	0	0	647713671.778343	46265262.2698816	0	0	0	0	0	0	138795786.809645	0	0	0	0	0	46265262.2698816	46265262.2698816	0	0	0	0	30072420475.4231	0	0	0	277591573.61929	0	0	0	0	0	0	0	0	0	0	0	92530524.5397633	0	0	0	0	0	92530524.5397633	0	0	138795786.809645	0	0	0	0	0	0	185061049.079527	971570507.667514	46265262.2698816	0	0	0	0	0	0	3146037834.35195	0	46265262.2698816	22855039561.3215	0	0	0	0	0	0	0	0	0	0	92530524.5397633	0	0	0	0	0	0	46265262.2698816	0	0	0	46265262.2698816	0	0	0	0	0	0
DC38	0	0	0	0	0	0	92555795.0989517	0	0	92555795.0989517	10690194333.9289	0	0	46277897.5494758	0	0	0	0	0	0	0	5645903501.03605	0	0	0	0	0	27026292168.8939	786724258.341089	1527170619.1327	971835848.538992	4998012935.34339	0	0	509056873.044234	231389487.747379	46277897.5494758	0	0	0	0	0	46277897.5494758	0	0	0	416501077.945283	0	46277897.5494758	92555795.0989517	740446360.791613	0	833002155.890565	46277897.5494758	92555795.0989517	971835848.538992	0	0	3887343394.15597	0	2082505389.72641	0	46277897.5494758	0	0	0	0	0	0	46277897.5494758	0	21982001336.001	0	0	0	277667385.296855	0	786724258.341089	0	0	833002155.890565	0	0	0	0	0	92555795.0989517	0	0	0	0	46277897.5494758	0	0	46277897.5494758	0	0	0	0	0	0	46277897.5494758	0	92555795.0989517	0	0	0	0	0	0	0	647890565.692662	0	0	1573448516.68218	0	2591562262.77065	0	46277897.5494758	231389487.747379	0	0	0	0	0	46277897.5494758	0	92555795.0989517	0	0	0	0	138833692.648427	0	0	0	0	5692181398.58553	0	3841065496.60649	4581511857.39811	0	0	231389487.747379	0	0	0	0	0	0	231389487.747379	0	46277897.5494758	0	0	0	3609676008.85912	0	0	46277897.5494758	0	92555795.0989517	46277897.5494758	0	0	0	0	0	0	0	0	0	0	0	0	0	92555795.0989517	0	0	0	0	0	0	0	0	0	46277897.5494758	0	0	46277897.5494758	0	46277897.5494758	323945282.846331	0	1156947438.7369	0	0	0	0	46277897.5494758	0	0	0	0	46277897.5494758	0	0	0	92555795.0989517	0	879280053.440041	46277897.5494758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10088581665.7857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185111590.197903	0	0	46277897.5494758	46277897.5494758	0	0	0	0	0	92555795.0989517	46277897.5494758	0	0	0	0	0	0	0	46277897.5494758	0	46277897.5494758	14670093523.1838	0	0	0	0	0	0	0	0	0	0	46277897.5494758	0	0	0	0	0	0	0	0	0	0	0	46277897.5494758	0	0	0	0	0
DC39	0	0	0	0	0	0	0	0	0	46275985.9943151	2452627257.6987	0	0	0	0	0	0	0	0	0	0	2036143383.74986	0	0	0	0	0	10874856708.664	138827957.982945	1665935495.79534	185103943.97726	3840906837.52815	0	0	323931901.960206	0	46275985.9943151	0	0	0	0	0	0	0	0	0	277655915.96589	0	92551971.9886302	0	231379929.971575	0	231379929.971575	0	0	2221247327.72712	0	0	832967747.897671	0	509035845.937466	0	0	0	0	0	0	0	46275985.9943151	1156899649.85788	0	28691111316.4753	0	0	0	0	0	2869111131.64753	0	0	323931901.960206	0	0	0	0	0	0	0	0	0	46275985.9943151	0	0	0	0	0	0	0	0	0	0	0	0	46275985.9943151	0	0	0	0	0	0	0	46275985.9943151	0	0	277655915.96589	0	231379929.971575	0	0	462759859.943151	0	0	0	0	0	46275985.9943151	0	46275985.9943151	0	0	0	46275985.9943151	0	0	0	0	0	27950695540.5663	0	2776559159.6589	1712211481.78966	0	0	0	0	0	0	0	0	0	92551971.9886302	0	0	0	0	0	46275985.9943151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46275985.9943151	0	0	0	46275985.9943151	0	0	0	92551971.9886302	601587817.926096	0	0	0	0	0	0	0	0	0	46275985.9943151	0	0	0	4535046627.44288	0	601587817.926096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17446046719.8568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46275985.9943151	0	0	0	0	0	0	0	46275985.9943151	0	0	4673874585.42582	0	0	0	0	0	0	0	0	0	0	277655915.96589	0	0	0	0	0	0	0	0	0	0	0	46275985.9943151	0	0	0	0	0
DC40	0	0	0	0	46271248.2975471	0	0	0	0	138813744.892641	1804578683.60434	46271248.2975471	46271248.2975471	555254979.570565	0	0	0	0	0	0	0	5367464802.51546	0	0	0	0	0	740339972.760753	46271248.2975471	2915088642.74547	46271248.2975471	6663059754.84678	0	0	231356241.487735	46271248.2975471	46271248.2975471	46271248.2975471	0	0	1804578683.60434	0	0	0	0	0	370169986.380377	0	92542496.5950942	92542496.5950942	46271248.2975471	185084993.190188	647797476.165659	0	0	6848144748.03697	0	138813744.892641	0	0	3331529877.42339	0	0	0	0	92542496.5950942	0	46271248.2975471	0	46271248.2975471	0	29567327662.1326	0	0	0	0	0	1064238710.84358	0	0	1804578683.60434	0	0	0	0	1156781207.43868	0	370169986.380377	0	0	46271248.2975471	0	0	0	46271248.2975471	0	0	0	46271248.2975471	0	0	0	1064238710.84358	0	0	0	786611221.0583	92542496.5950942	0	0	0	46271248.2975471	0	0	185084993.190188	0	92542496.5950942	0	370169986.380377	0	0	0	508983731.273018	0	0	879153717.653395	0	9161707162.91432	0	0	0	0	46271248.2975471	0	0	0	46271248.2975471	24662575342.5926	0	9948318383.97262	7033229741.22716	0	0	508983731.273018	92542496.5950942	0	0	46271248.2975471	0	0	0	0	0	0	0	0	92542496.5950942	0	0	0	0	0	0	0	0	0	0	0	46271248.2975471	0	0	0	0	46271248.2975471	92542496.5950942	0	46271248.2975471	0	0	46271248.2975471	0	0	0	46271248.2975471	0	0	0	0	0	0	0	0	277627489.785282	0	1758307435.30679	0	0	0	0	46271248.2975471	0	0	0	0	0	46271248.2975471	0	0	0	0	925424965.950942	46271248.2975471	0	0	0	46271248.2975471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11290184584.6015	0	0	0	46271248.2975471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46271248.2975471	0	46271248.2975471	0	0	0	323898738.08283	0	0	0	0	46271248.2975471	0	0	0	0	0	277627489.785282	8051197203.77319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46271248.2975471	0	0	0	0	0
DC41	0	0	0	0	0	0	92529771.6144802	0	0	3793720636.19369	17071742862.8716	0	0	46264885.8072401	0	46264885.8072401	0	46264885.8072401	0	0	0	9067917618.21906	46264885.8072401	0	0	0	46264885.8072401	10224539763.4001	2868422920.04889	15267412316.3892	231324429.0362	4719018352.33849	0	0	416383972.265161	555178629.686881	0	0	0	0	0	231324429.0362	0	0	277589314.843441	0	4719018352.33849	0	138794657.42172	92529771.6144802	92529771.6144802	370119086.457921	5089137438.79641	0	46264885.8072401	3978780179.42265	0	462648858.072401	832767944.530321	0	2590833605.20544	0	0	0	138794657.42172	0	0	0	0	138794657.42172	0	18644748980.3178	185059543.22896	0	0	138794657.42172	0	1387946574.2172	0	0	138794657.42172	0	0	0	0	0	46264885.8072401	231324429.0362	0	46264885.8072401	46264885.8072401	693973287.108601	0	0	0	0	0	0	0	0	0	0	0	10363334420.8218	0	46264885.8072401	0	0	0	0	0	3978780179.42265	508913743.879641	0	2544568719.3982	0	1249151916.79548	0	46264885.8072401	1110357259.37376	0	0	0	46264885.8072401	46264885.8072401	138794657.42172	0	92529771.6144802	0	0	0	0	185059543.22896	0	0	0	601443515.494121	1295416802.60272	0	8559003874.33942	8559003874.33942	0	0	46264885.8072401	0	0	0	92529771.6144802	0	0	138794657.42172	138794657.42172	92529771.6144802	0	0	46264885.8072401	92529771.6144802	0	0	0	0	0	138794657.42172	0	0	0	46264885.8072401	0	46264885.8072401	0	0	0	0	277589314.843441	277589314.843441	46264885.8072401	832767944.530321	0	46264885.8072401	92529771.6144802	0	0	0	0	46264885.8072401	46264885.8072401	92529771.6144802	0	0	601443515.494121	0	786503058.723081	4719018352.33849	46264885.8072401	2359509176.16924	0	46264885.8072401	0	0	185059543.22896	0	0	0	46264885.8072401	92529771.6144802	92529771.6144802	0	0	185059543.22896	0	1156622145.181	2498303833.59096	0	0	0	0	0	0	925297716.144802	46264885.8072401	0	0	0	0	0	92529771.6144802	92529771.6144802	0	0	46264885.8072401	17349332177.715	0	0	0	0	0	0	0	0	0	0	0	0	0	92529771.6144802	46264885.8072401	0	0	0	0	46264885.8072401	0	92529771.6144802	0	46264885.8072401	0	185059543.22896	0	138794657.42172	0	0	0	277589314.843441	46264885.8072401	46264885.8072401	92529771.6144802	0	185059543.22896	0	0	0	1341681688.40996	46264885.8072401	647708401.301361	37335762846.4427	0	0	0	92529771.6144802	0	0	46264885.8072401	0	0	0	231324429.0362	971562601.952042	0	0	0	0	92529771.6144802	0	0	0	0	0	3839985522.00093	0	138794657.42172	0	0	0
DC42	0	0	0	0	0	0	46282586.8121953	0	0	46282586.8121953	8377148213.00735	0	0	46282586.8121953	0	0	0	0	0	0	0	1157064670.30488	0	0	0	0	0	3795172118.60001	1758738298.86342	6109301459.20978	138847760.436586	1249629843.92927	0	0	46282586.8121953	231412934.060976	0	0	0	0	0	0	0	0	0	0	601673628.558539	0	0	0	0	0	138847760.436586	0	0	1573607951.61464	0	462825868.121953	0	46282586.8121953	231412934.060976	0	0	0	0	46282586.8121953	0	0	0	0	0	4072867639.47318	323978107.685367	0	0	185130347.248781	0	46282586.8121953	0	0	0	46282586.8121953	0	0	0	46282586.8121953	0	0	0	46282586.8121953	92565173.6243906	138847760.436586	0	0	46282586.8121953	46282586.8121953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46282586.8121953	0	694238802.182929	0	786803975.80732	0	0	0	0	0	0	0	0	92565173.6243906	0	231412934.060976	0	0	0	0	0	0	0	0	231412934.060976	509108454.934148	0	2082716406.54879	879369149.43171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46282586.8121953	138847760.436586	0	0	0	0	0	138847760.436586	0	0	0	0	0	46282586.8121953	0	0	0	0	138847760.436586	185130347.248781	0	46282586.8121953	0	0	0	0	0	0	0	0	0	0	0	0	185130347.248781	0	277695520.873172	462825868.121953	0	1573607951.61464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647956215.370734	46282586.8121953	0	0	0	0	0	0	138847760.436586	0	0	0	0	0	0	0	0	0	0	0	6248149219.64636	0	0	0	92565173.6243906	0	0	0	0	0	0	0	46282586.8121953	0	46282586.8121953	0	0	0	0	0	0	0	0	0	0	0	46282586.8121953	0	46282586.8121953	0	0	0	323978107.685367	46282586.8121953	0	0	0	46282586.8121953	0	0	0	185130347.248781	0	3980302465.84879	19022143179.8123	46282586.8121953	0	0	0	0	0	0	0	46282586.8121953	0	0	46282586.8121953	0	0	0	0	0	0	0	46282586.8121953	0	0	1573607951.61464	0	0	0	46282586.8121953	0
DC43	0	0	0	0	277790304.614348	0	0	0	0	46298384.1023913	787072529.740653	0	0	0	0	0	0	0	0	0	0	694475761.53587	0	0	0	0	0	3750169112.2937	92596768.2047827	648177377.433479	92596768.2047827	1296354754.86696	0	0	92596768.2047827	0	0	0	0	0	0	0	0	0	0	0	185193536.409565	0	46298384.1023913	0	46298384.1023913	46298384.1023913	324088688.716739	0	0	462983841.023913	0	46298384.1023913	0	0	601878993.331087	0	0	0	0	0	0	0	0	46298384.1023913	0	5926193165.10609	0	0	0	92596768.2047827	0	462983841.023913	0	0	324088688.716739	0	0	0	0	0	0	46298384.1023913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370387072.819131	46298384.1023913	0	0	0	0	0	0	0	92596768.2047827	0	0	92596768.2047827	0	231491920.511957	0	277790304.614348	46298384.1023913	0	0	0	0	0	46298384.1023913	0	46298384.1023913	0	0	0	0	0	0	0	0	138895152.307174	8380007522.53283	0	92596768.2047827	1574145059.48131	0	0	0	0	0	0	0	0	0	0	0	46298384.1023913	0	0	0	833370913.843044	0	0	0	0	0	92596768.2047827	0	0	0	46298384.1023913	0	0	0	46298384.1023913	0	0	0	0	0	46298384.1023913	0	0	46298384.1023913	0	0	0	0	0	0	0	0	0	0	0	92596768.2047827	46298384.1023913	0	92596768.2047827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	787072529.740653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3333483655.37218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2500112741.52913	0	0	0	0	0	0	0	0	0	0	46298384.1023913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DC44	0	0	0	0	0	0	0	0	0	1665793620.81403	4951108817.41947	0	0	0	0	0	0	0	0	0	0	1249345215.61052	46272045.0226119	0	0	0	0	2221058161.08537	555264540.271342	2174786116.06276	46272045.0226119	1110529080.54268	0	0	786624765.384402	462720450.226119	92544090.0452237	0	0	0	0	231360225.113059	0	0	0	0	1434433395.70097	0	46272045.0226119	0	0	277632270.135671	1573249530.7688	0	138816135.067836	1388161350.67836	0	0	323904315.158283	0	1156801125.5653	0	0	0	0	0	0	1110529080.54268	0	0	0	10596298310.1781	92544090.0452237	0	0	46272045.0226119	0	462720450.226119	0	0	555264540.271342	0	0	0	0	879168855.429625	46272045.0226119	0	0	46272045.0226119	92544090.0452237	231360225.113059	0	0	0	0	0	0	0	0	0	0	0	2267330206.10798	185088180.090447	0	0	0	0	0	0	46272045.0226119	462720450.226119	0	138816135.067836	0	277632270.135671	0	0	0	0	0	0	0	0	185088180.090447	0	879168855.429625	0	0	0	0	0	0	0	0	46272045.0226119	1712065665.83664	0	3377859286.65067	2544962476.24365	0	0	555264540.271342	0	0	0	0	0	0	46272045.0226119	0	0	0	0	0	231360225.113059	0	0	277632270.135671	0	0	601536585.293954	46272045.0226119	0	0	0	0	46272045.0226119	0	0	0	0	138816135.067836	323904315.158283	0	2961410881.44716	0	0	46272045.0226119	0	0	0	0	0	0	92544090.0452237	0	0	185088180.090447	0	694080675.339178	1203073170.58791	0	1804609755.88186	0	0	0	0	46272045.0226119	0	0	0	0	0	1619521575.79142	0	0	1156801125.5653	138816135.067836	1804609755.88186	138816135.067836	0	0	0	0	0	0	1249345215.61052	0	0	0	0	0	0	46272045.0226119	0	92544090.0452237	46272045.0226119	0	10503754220.1329	0	0	0	0	0	0	0	0	0	0	0	0	0	46272045.0226119	46272045.0226119	0	0	0	0	138816135.067836	0	92544090.0452237	0	0	0	138816135.067836	0	0	0	0	0	1665793620.81403	3424131331.67328	0	92544090.0452237	0	92544090.0452237	0	0	0	1850881800.90447	0	185088180.090447	24894360222.1652	0	0	0	138816135.067836	0	0	0	0	0	0	46272045.0226119	46272045.0226119	92544090.0452237	92544090.0452237	0	0	0	0	0	0	0	0	138816135.067836	0	46272045.0226119	46272045.0226119	0	0
DC45	0	0	0	0	0	0	0	0	0	462762714.542407	4442522059.60711	0	0	0	0	0	0	0	0	0	0	5969639017.59705	0	0	0	0	0	4164864430.88167	231381357.271204	4442522059.60711	138828814.362722	2822852558.70868	0	0	277657628.725444	138828814.362722	0	0	0	0	0	0	0	0	0	0	832972886.176333	0	0	46276271.4542407	0	46276271.4542407	555315257.450889	0	92552542.9084815	1434564415.08146	0	46276271.4542407	46276271.4542407	0	740420343.267852	0	0	0	46276271.4542407	0	0	0	0	0	0	43453418895.532	0	0	0	92552542.9084815	0	509038985.996648	46276271.4542407	0	2822852558.70868	0	0	0	0	0	0	0	46276271.4542407	0	46276271.4542407	46276271.4542407	0	0	0	0	0	0	0	0	0	0	0	92552542.9084815	0	0	0	0	0	0	0	46276271.4542407	92552542.9084815	0	370210171.633926	0	601591528.90513	0	46276271.4542407	138828814.362722	0	0	0	0	0	185105085.816963	0	185105085.816963	0	0	0	0	46276271.4542407	0	0	0	138828814.362722	10041950905.5702	0	1434564415.08146	3285615273.25109	0	0	46276271.4542407	0	0	0	0	0	0	46276271.4542407	0	46276271.4542407	0	0	0	786696614.722092	0	0	0	0	0	46276271.4542407	0	0	0	0	0	0	0	0	0	0	0	46276271.4542407	0	138828814.362722	0	0	0	0	0	0	46276271.4542407	0	0	0	0	0	46276271.4542407	0	46276271.4542407	92552542.9084815	0	138828814.362722	0	0	0	0	46276271.4542407	0	0	0	0	0	46276271.4542407	0	0	0	0	185105085.816963	0	0	0	0	0	0	46276271.4542407	46276271.4542407	0	0	0	0	0	0	0	0	0	0	0	7728137332.8582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92552542.9084815	0	0	46276271.4542407	46276271.4542407	0	0	0	0	0	46276271.4542407	0	0	0	0	92552542.9084815	0	0	0	3100510187.43413	0	0	25266844214.0154	0	0	0	0	0	0	0	0	0	0	46276271.4542407	0	0	0	0	0	0	0	0	0	0	0	1665945772.35267	0	0	0	0	0
